generation,hypervolume
0,1.5384427397574968E12
1,1.787001351047199E12
2,1.8625541983275051E12
3,1.8625541983275051E12
4,1.8625541983275051E12
5,1.8625541983275051E12
6,1.8625541983275051E12
7,1.868215113134971E12
8,1.868215113134971E12
9,1.868215113134971E12
10,1.8695536809777664E12
11,1.8695536809777664E12
12,1.8695536809777664E12
13,1.8695536809777664E12
14,1.8695536809777664E12
15,1.8695536809777664E12
16,1.8695536809777664E12
17,1.8946453835556682E12
18,1.8946453835556682E12
19,1.8946453835556682E12
20,1.8946453835556682E12
21,1.8946453835556682E12
22,1.8946453835556682E12
23,1.8946802996123914E12
24,1.9089269119138733E12
25,1.9089269119138733E12
26,1.9089269119138733E12
27,1.916992339622012E12
28,1.9316604303536287E12
29,1.9382527613498953E12
30,1.9382527613498953E12
31,1.9382527613498953E12
32,1.9382527613498953E12
33,1.9382527613498953E12
34,1.9382527613498953E12
35,1.9382527613498953E12
36,1.9382527613498953E12
37,2.0112621863849006E12
38,2.014984083800218E12
39,2.0426710970840784E12
40,2.1363567185019456E12
41,2.155105957519329E12
42,2.1564825644006353E12
43,2.176401051545668E12
44,2.199505609236345E12
45,2.199505609236345E12
46,2.199505609236345E12
47,2.203294573441872E12
48,2.203294573441872E12
49,2.203294573441872E12
50,2.203294573441872E12
51,2.2138786780169033E12
52,2.2256039067280283E12
53,2.2256039067280283E12
54,2.2256039067280283E12
55,2.2256039067280283E12
56,2.2509389086287197E12
57,2.2509389086287197E12
58,2.2509389086287197E12
59,2.256210426158124E12
