scenario_dir,summary_path,experiment,workflow,scenario,run,seed,ref_f1,ref_f2,ref_f3,pareto_mojs,pareto_aco,pareto_random,pareto_greedy,hv_mojs,hv_aco,hv_random,hv_greedy,time_mojs_s,time_aco_s,time_random_s,time_greedy_s,time_total_s
H:\Documents\cyTech\Ing3\Optimisation\MOO\results\exp_CyberShake-1000_2026-01-19_18-15-43\FAR_CLOUD,H:\Documents\cyTech\Ing3\Optimisation\MOO\results\exp_CyberShake-1000_2026-01-19_18-15-43\FAR_CLOUD\summary.csv,exp_CyberShake-1000_2026-01-19_18-15-43,CyberShake-1000,FAR_CLOUD,1,42,20381.350010591275,122626.19907505457,190798.64531538403,42,17,6,1,2178750551010.076,1748393190857.0986,1380842297394.973,863933507190.4583,7.8198445,0.6368183,0.0265762,0.0217731,8.6687072
H:\Documents\cyTech\Ing3\Optimisation\MOO\results\exp_CyberShake-1000_2026-01-19_18-15-43\FAR_CLOUD,H:\Documents\cyTech\Ing3\Optimisation\MOO\results\exp_CyberShake-1000_2026-01-19_18-15-43\FAR_CLOUD\summary.csv,exp_CyberShake-1000_2026-01-19_18-15-43,CyberShake-1000,FAR_CLOUD,2,43,20626.25004377875,125292.79148021934,195851.2364769229,46,18,9,1,3154933667894.7705,2711231949626.3506,2111658161593.0056,1647416381988.162,6.6124257,0.5622136,0.0206171,0.0046069,7.2654505
H:\Documents\cyTech\Ing3\Optimisation\MOO\results\exp_CyberShake-1000_2026-01-19_18-15-43\FAR_CLOUD,H:\Documents\cyTech\Ing3\Optimisation\MOO\results\exp_CyberShake-1000_2026-01-19_18-15-43\FAR_CLOUD\summary.csv,exp_CyberShake-1000_2026-01-19_18-15-43,CyberShake-1000,FAR_CLOUD,3,44,18963.97735547954,122817.29662237548,190140.7771153844,47,15,6,1,1437184197948.8376,1202823075277.885,822695336850.8838,687836675823.536,6.0928692,0.5499311,0.0170935,0.0061237,6.6974083
H:\Documents\cyTech\Ing3\Optimisation\MOO\results\exp_CyberShake-1000_2026-01-19_18-15-43\FAR_CLOUD,H:\Documents\cyTech\Ing3\Optimisation\MOO\results\exp_CyberShake-1000_2026-01-19_18-15-43\FAR_CLOUD\summary.csv,exp_CyberShake-1000_2026-01-19_18-15-43,CyberShake-1000,FAR_CLOUD,4,45,20738.525126023727,121145.96022256192,187983.04698461547,49,9,4,1,2256210426158.124,1632715546667.604,1081951299002.6356,572721597897.544,6.0329082,0.522827,0.0251114,0.0026261,6.6221391
H:\Documents\cyTech\Ing3\Optimisation\MOO\results\exp_CyberShake-1000_2026-01-19_18-15-43\FAR_CLOUD,H:\Documents\cyTech\Ing3\Optimisation\MOO\results\exp_CyberShake-1000_2026-01-19_18-15-43\FAR_CLOUD\summary.csv,exp_CyberShake-1000_2026-01-19_18-15-43,CyberShake-1000,FAR_CLOUD,5,46,21771.19817849568,122806.70364707978,190515.30401538464,42,8,11,1,3155130202526.583,2377218453180.957,1620193599905.2075,1006661862402.7249,6.0247153,0.5267402,0.0184394,0.0026316,6.5994263
