generation,hypervolume
0,2.3372777857338535E12
1,2.7390712969430215E12
2,2.8453055680022803E12
3,3.007035372396703E12
4,3.037199342811129E12
5,3.039222055645194E12
6,3.039222055645194E12
7,3.039222055645194E12
8,3.039222055645194E12
9,3.039222055645194E12
10,3.039222055645194E12
11,3.039222055645194E12
12,3.039222055645194E12
13,3.039222055645194E12
14,3.039222055645194E12
15,3.078068400138604E12
16,3.080031417533089E12
17,3.080031417533089E12
18,3.080031417533089E12
19,3.0825415514144287E12
20,3.084832832713315E12
21,3.089881566887357E12
22,3.091160170614967E12
23,3.091160170614967E12
24,3.091160170614967E12
25,3.091160170614967E12
26,3.091160170614967E12
27,3.091160170614967E12
28,3.091160170614967E12
29,3.091160170614967E12
30,3.0973634191501934E12
31,3.0973634191501934E12
32,3.0973634191501934E12
33,3.0973634191501934E12
34,3.0973634191501934E12
35,3.097448214745927E12
36,3.097448214745927E12
37,3.1248249911341353E12
38,3.1516383185251895E12
39,3.1516383185251895E12
40,3.1516383185251895E12
41,3.1516383185251895E12
42,3.1527274840690054E12
43,3.1540365094865674E12
44,3.1540365094865674E12
45,3.1540365094865674E12
46,3.1540365094865674E12
47,3.156072968489496E12
48,3.156072968489496E12
49,3.156072968489496E12
50,3.156072968489496E12
51,3.1645723518000347E12
52,3.1645723518000347E12
53,3.224190231448573E12
54,3.225200844305642E12
55,3.249991522477479E12
56,3.2561307525226274E12
57,3.312118490551849E12
58,3.319562025393555E12
59,3.330561062061429E12
