f1_makespan,f2_cost,f3_energy
14938.345437964066,113504.84408539269,177748.7983846153
15912.379738804384,108524.79929692225,166702.8484615382
15716.947909652588,110276.88857341387,170600.9446153845
19853.18290326352,103535.35513365007,156730.66015384623
21408.729627448763,102712.20586914374,155685.4885384615
19402.229564253503,103686.84357528274,157669.05761538423
29450.253101090173,95864.74074280774,142188.9625384613
28932.59030920599,95598.33417648067,142617.08446153835
27833.483870320946,96141.22752714406,142829.03723076903
26023.0573642006,96512.54102868379,144417.62907692292
26986.415535862274,96675.33983277055,143655.83423076887
15532.783719339108,112492.29184364404,175736.33400000026
16104.22259610659,108042.47049610509,165871.99130769243
24245.384615384635,97542.99398054965,145177.94192307687
24242.79752046699,97638.93679645854,145787.48146153853
25415.05995508646,96874.68753164075,143957.94230769208
23861.846485393613,97758.78033537893,146032.02346153857
24908.84615384617,96881.62511546416,143903.64115384588
23426.18263579171,97940.22944041241,146463.93323076927
17646.68480223685,106990.93398377541,163439.6667692305
17860.452914211688,105595.48705513863,160994.70138461544
18698.991375750153,105646.75105943049,160957.10353846158
18951.72174369609,105120.45607124564,160482.89630769222
18653.183392452956,105775.8552737229,160436.45353846168
17204.347539893846,106845.55454998903,163625.39053846133
22381.287915871642,99358.1771501604,148517.40738461557
19341.817542231714,105194.5676706505,160454.16369230763
18729.337238606804,105492.86376795793,159959.78792307698
17805.162681418456,106628.51566406836,163359.12438461528
21529.775309836627,99650.1959075816,149071.90776923098
18819.970066696627,105501.08769108354,159815.17523076953
22396.519345853092,99314.96527258653,148350.1945384617
17015.6626126622,107358.40613087389,164893.15015384628
22443.307692307713,98020.1594013715,145449.49084615393
18216.39835570255,105351.83197004713,161022.77976923078
18072.27053580248,105843.05058394639,160249.98438461567
16998.874076037016,107531.26445796998,165149.81100000016
