generation,hypervolume
0,1.9490243492046777E12
1,2.0390223379390366E12
2,2.067940423475049E12
3,2.067940423475049E12
4,2.067940423475049E12
5,2.06982059450347E12
6,2.0712883947253118E12
7,2.0890174601246648E12
8,2.0890174601246648E12
9,2.0890174601246648E12
10,2.0890174601246648E12
11,2.0890174601246648E12
12,2.0890174601246648E12
13,2.0890174601246648E12
14,2.0971947246087217E12
15,2.1181823974020713E12
16,2.1205516254540823E12
17,2.1205516254540823E12
18,2.1205516254540823E12
19,2.1205516254540823E12
20,2.1205516254540823E12
21,2.1205516254540823E12
22,2.1205516254540823E12
23,2.1205516254540823E12
24,2.1205516254540823E12
25,2.120672063364212E12
26,2.120672063364212E12
27,2.1207180366488276E12
28,2.124667904245337E12
29,2.1321308565529065E12
30,2.1570660297240571E12
31,2.1570660297240571E12
32,2.162880265186042E12
33,2.162880265186042E12
34,2.1716703262393682E12
35,2.174452936278571E12
36,2.174452936278571E12
37,2.174452936278571E12
38,2.174452936278571E12
39,2.1838998184628562E12
40,2.1963500585391775E12
41,2.1963500585391775E12
42,2.1963500585391775E12
43,2.1963500585391775E12
44,2.1963500585391775E12
45,2.1963500585391775E12
46,2.196352382547693E12
47,2.196352382547693E12
48,2.1963914069557554E12
49,2.1963914069557554E12
50,2.198926643350975E12
51,2.198926643350975E12
52,2.2017369684191504E12
53,2.2017369684191504E12
54,2.2046844528378687E12
55,2.2046844528378687E12
56,2.2046844528378687E12
57,2.2046844528378687E12
58,2.207822334804111E12
59,2.208051261184316E12
