generation,hypervolume
0,1.3334313660031768E12
1,1.3779008128828794E12
2,1.499508755289598E12
3,1.499508755289598E12
4,1.6177116194327805E12
5,1.6177116194327805E12
6,1.6312925392891697E12
7,1.6312925392891697E12
8,1.6312925392891697E12
9,1.6312925392891697E12
10,1.6312925392891697E12
11,1.6312925392891697E12
12,1.6312925392891697E12
13,1.6312925392891697E12
14,1.6312925392891697E12
15,1.6333073555826162E12
16,1.6333073555826162E12
17,1.6333073555826162E12
18,1.6333073555826162E12
19,1.6333073555826162E12
20,1.63333313680606E12
21,1.683564745415873E12
22,1.6968991601598767E12
23,1.6968991601598767E12
24,1.7780441019938599E12
25,1.7780441019938599E12
26,1.7805862040458018E12
27,1.7805862040458018E12
28,1.7805862040458018E12
29,1.7805862040458018E12
30,1.7805862040458018E12
31,1.7805862040458018E12
32,1.7805862040458018E12
33,1.7805862040458018E12
34,1.7805862040458018E12
35,1.7823980013782673E12
36,1.7823980013782673E12
37,1.7823980013782673E12
38,1.7823980013782673E12
39,1.7823980013782673E12
40,1.7823980013782673E12
41,1.7823980013782673E12
42,1.7823980013782673E12
43,1.7823980013782673E12
44,1.7823980013782673E12
45,1.7823980013782673E12
46,1.7823980013782673E12
47,1.7823980013782673E12
48,1.7823980013782673E12
49,1.7823980013782673E12
50,1.783115762560762E12
51,1.783115762560762E12
52,1.783115762560762E12
53,1.783115762560762E12
54,1.783115762560762E12
55,1.783115762560762E12
56,1.783115762560762E12
57,1.783115762560762E12
58,1.783115762560762E12
59,1.783115762560762E12
