generation,hypervolume
0,1.6681613697890205E12
1,1.743806919525496E12
2,1.7552614301194734E12
3,1.8314105426208755E12
4,1.9944892865200264E12
5,1.995620160287357E12
6,2.0563291580839739E12
7,2.0682550795405144E12
8,2.0682550795405144E12
9,2.0683506709977085E12
10,2.0826788238354019E12
11,2.093017970889187E12
12,2.093017970889187E12
13,2.0943616560699468E12
14,2.0943616560699468E12
15,2.0943616560699468E12
16,2.0943616560699468E12
17,2.0943616560699468E12
18,2.0949023751499614E12
19,2.0949023751499614E12
20,2.0949023751499614E12
21,2.1415014169636106E12
22,2.1415014169636106E12
23,2.144248780385487E12
24,2.144404818015992E12
25,2.160185241809176E12
26,2.160185241809176E12
27,2.160185241809176E12
28,2.160185241809176E12
29,2.160185241809176E12
30,2.160185241809176E12
31,2.1604784811029841E12
32,2.1604784811029841E12
33,2.1604784811029841E12
34,2.1605476494165276E12
35,2.1605476494165276E12
36,2.1605476494165276E12
37,2.1605476494165276E12
38,2.1606070325906199E12
39,2.1606070325906199E12
40,2.160750433463257E12
41,2.160750433463257E12
42,2.1607508285017522E12
43,2.1612006648943643E12
44,2.1612006648943643E12
45,2.1612006648943643E12
46,2.1761377927166213E12
47,2.1761377927166213E12
48,2.1761377927166213E12
49,2.1761377927166213E12
50,2.1761377927166213E12
51,2.1764067365491814E12
52,2.1764067365491814E12
53,2.1764067365491814E12
54,2.192044246350214E12
55,2.1930622894624163E12
56,2.1930622894624163E12
57,2.1930622894624163E12
58,2.1930622894624163E12
59,2.1930622894624163E12
