f1_makespan,f2_cost,f3_energy
17157.295587984125,109140.51858176575,167481.02884615367
15936.170535180829,109672.52129162264,169191.7509230767
15162.70871754408,110576.4517546117,171677.57884615377
17246.49732008785,108682.19251687289,167140.78476923043
18398.223144966352,108999.4493520003,166637.06953846122
17364.65987152877,108809.9759275263,167051.90238461547
14916.377696378957,111604.78416057631,174479.1743076922
16586.384802930475,108850.06497209879,167668.70261538468
18208.44138339723,109468.28920712655,167024.5878461539
18406.67688397842,108881.52435527515,166751.2661538461
19116.621800542238,108916.00737774195,166746.36046153863
15578.406260077698,109528.43654768108,169770.01061538456
15149.320523140148,111340.84037605434,173096.9033076923
20047.559809986156,108674.89948389897,165626.7334615382
15358.638167840098,110446.70712213313,171262.07261538415
