generation,hypervolume
0,6.112139846798239E11
1,6.535530208390948E11
2,9.516081009518983E11
3,9.85266914716596E11
4,9.985088219026934E11
5,1.0548698697612218E12
6,1.0548698697612218E12
7,1.0581045757024061E12
8,1.0581045757024061E12
9,1.0581045757024061E12
10,1.0581045757024061E12
11,1.0581045757024061E12
12,1.0775967882780702E12
13,1.0775967882780702E12
14,1.0807710241437972E12
15,1.0807710241437972E12
16,1.0807710241437972E12
17,1.0807710241437972E12
18,1.0807710241437972E12
19,1.0820669763166537E12
20,1.0820669763166537E12
21,1.0820669763166537E12
22,1.0866470625496628E12
23,1.170445170985997E12
24,1.170445170985997E12
25,1.1752902242196885E12
26,1.1752958070272769E12
27,1.1756485945483208E12
28,1.1756485945483208E12
29,1.1769368693705596E12
30,1.1769368693705596E12
31,1.1866482069469995E12
32,1.1866482069469995E12
33,1.1866482069469995E12
34,1.1866482069469995E12
35,1.1866482069469995E12
36,1.1866482069469995E12
37,1.1866482069469995E12
38,1.1866482069469995E12
39,1.1866482069469995E12
40,1.1877058572661958E12
41,1.1877058572661958E12
42,1.1877058572661958E12
43,1.1877058572661958E12
44,1.1877058572661958E12
45,1.1877058572661958E12
46,1.1877058572661958E12
47,1.188861766334427E12
48,1.188861766334427E12
49,1.188861766334427E12
50,1.188861766334427E12
51,1.188861766334427E12
52,1.188861766334427E12
53,1.188861766334427E12
54,1.189996093380901E12
55,1.2013800915288027E12
56,1.2013800915288027E12
57,1.2013800915288027E12
58,1.202823075277885E12
59,1.202823075277885E12
