f1_makespan,f2_cost,f3_energy
18134.207703317676,108015.91608103085,165360.75161538462
15909.603358582672,109405.49768419634,168707.55669230735
17954.347097722086,108258.03957767521,165639.23561538444
14580.937717618854,112040.24746425475,175116.6334615385
14692.545163610239,111694.63228568739,173540.45007692318
15585.637293162275,109721.78841511728,169332.55315384618
15157.674543160478,110837.65983534526,171806.2836923076
16580.732186587466,108184.40777121623,165815.16461538468
16154.247848692052,108397.08152613109,166027.09753846144
18897.52838186457,108353.27879406424,165243.5346923077
