f1_makespan,f2_cost,f3_energy
19705.90907809556,108710.97589068512,165962.81030769227
16143.11186642071,109976.92173276226,169864.07261538444
14911.359433663478,110942.141958017,172319.44246153845
15673.22090451522,110983.98273411718,172174.76699999993
16160.891828955815,109606.07463976173,168549.89100000024
19706.097543592678,108294.98770898177,165510.41907692328
15763.05582871449,110523.98136613036,171049.4298461537
19964.923740890838,108480.21050457779,165459.36946153833
16550.853022806717,109518.33468063087,169158.4133076922
16752.286811515107,109463.71749290983,168929.748
15617.223165215233,111074.19136160905,172245.1276153849
16780.645812530107,109051.15797771959,167832.1550769231
14806.397078667707,111042.6353965055,173203.47853846147
17551.657869269642,108993.49809651451,167347.53392307687
15916.730088496503,110460.13954178702,170426.09099999996
17910.644485891968,109002.22986960161,167218.6696153846
21019.3076923077,108093.17359505413,164785.1965384615
18026.400424119875,108437.52710839132,165982.29230769223
17970.49717537115,108904.68056032526,166598.91923076936
