generation,hypervolume
0,1.8625520287396367E12
1,2.075036166781302E12
2,2.113921727612037E12
3,2.1485372637365383E12
4,2.1490587039398274E12
5,2.1490587039398274E12
6,2.1490670392935103E12
7,2.1490670392935103E12
8,2.1490670392935103E12
9,2.1490670392935103E12
10,2.1490670392935103E12
11,2.1490670392935103E12
12,2.1490670392935103E12
13,2.1490670392935103E12
14,2.1518218862799834E12
15,2.1518218862799834E12
16,2.1742072101911567E12
17,2.1742072101911567E12
18,2.1742072101911567E12
19,2.174712692920287E12
20,2.174712692920287E12
21,2.1775507543114272E12
22,2.1775507543114272E12
23,2.184989167503123E12
24,2.184989167503123E12
25,2.184989167503123E12
26,2.184989167503123E12
27,2.184989167503123E12
28,2.184989167503123E12
29,2.184989167503123E12
30,2.184989167503123E12
31,2.184989167503123E12
32,2.1876544480858535E12
33,2.199899486587927E12
34,2.199899486587927E12
35,2.199899486587927E12
36,2.199899486587927E12
37,2.199899486587927E12
38,2.199899486587927E12
39,2.199899486587927E12
40,2.1999003767740815E12
41,2.1999003767740815E12
42,2.1999003767740815E12
43,2.203570753121527E12
44,2.203570753121527E12
45,2.203570753121527E12
46,2.203570753121527E12
47,2.203570753121527E12
48,2.203570753121527E12
49,2.203570753121527E12
50,2.203570753121527E12
51,2.218019659018191E12
52,2.218019659018191E12
53,2.218019659018191E12
54,2.2200014271464414E12
55,2.230410641156356E12
56,2.2361017776773623E12
57,2.2547718191781772E12
58,2.255317346850587E12
59,2.255317346850587E12
