generation,hypervolume
0,2.5525765169263804E12
1,2.6227366365216445E12
2,2.7938680286903223E12
3,2.884099325807966E12
4,2.901440431596787E12
5,2.9435563776572876E12
6,3.032811134956398E12
7,3.047107630190095E12
8,3.047107630190095E12
9,3.047107630190095E12
10,3.047107630190095E12
11,3.047107630190095E12
12,3.047107630190095E12
13,3.047107630190095E12
14,3.047107630190095E12
15,3.047107630190095E12
16,3.047107630190095E12
17,3.048265890425511E12
18,3.048265890425511E12
19,3.0484950908445654E12
20,3.0484950908445654E12
21,3.054401980580559E12
22,3.0586843713968115E12
23,3.0586843713968115E12
24,3.0586843713968115E12
25,3.0589460913534004E12
26,3.0589460913534004E12
27,3.0589460913534004E12
28,3.0589460913534004E12
29,3.0589460913534004E12
30,3.0590253636684688E12
31,3.070896554735376E12
32,3.070896554735376E12
33,3.070896554735376E12
34,3.070896554735376E12
35,3.0714180909886826E12
36,3.0714180909886826E12
37,3.0714180909886826E12
38,3.0714180909886826E12
39,3.078260209953707E12
40,3.086471853679122E12
41,3.0883840662202217E12
42,3.0883840662202217E12
43,3.0932279875201113E12
44,3.109113101114747E12
45,3.111015958146925E12
46,3.1119479403569434E12
47,3.1119479403569434E12
48,3.1119479403569434E12
49,3.1119479403569434E12
50,3.1206498550321865E12
51,3.1249464598546084E12
52,3.1262412590335996E12
53,3.155130202526583E12
54,3.155130202526583E12
55,3.155130202526583E12
56,3.155130202526583E12
57,3.155130202526583E12
58,3.155130202526583E12
59,3.155130202526583E12
