generation,hypervolume
0,1.8453900719200244E12
1,1.9956913993758535E12
2,2.253074641960929E12
3,2.2597976527278076E12
4,2.2940037541186846E12
5,2.3750300533076895E12
6,2.406479623514874E12
7,2.406479623514874E12
8,2.4874948934000195E12
9,2.4874948934000195E12
10,2.501686979656285E12
11,2.501686979656285E12
12,2.5042281700093447E12
13,2.5042281700093447E12
14,2.5042281700093447E12
15,2.5042281700093447E12
16,2.585476475264709E12
17,2.585476475264709E12
18,2.585476475264709E12
19,2.585476475264709E12
20,2.585476475264709E12
21,2.585476475264709E12
22,2.585476475264709E12
23,2.5866603647302686E12
24,2.5948075088639795E12
25,2.5948075088639795E12
26,2.5948075088639795E12
27,2.5948075088639795E12
28,2.596357949620506E12
29,2.596357949620506E12
30,2.596357949620506E12
31,2.596357949620506E12
32,2.596357949620506E12
33,2.666025568884245E12
34,2.666025568884245E12
35,2.666025568884245E12
36,2.666710058271508E12
37,2.670684505443579E12
38,2.707952973395002E12
39,2.707952973395002E12
40,2.707952973395002E12
41,2.707952973395002E12
42,2.707952973395002E12
43,2.707952973395002E12
44,2.707952973395002E12
45,2.707952973395002E12
46,2.707952973395002E12
47,2.707952973395002E12
48,2.707952973395002E12
49,2.707952973395002E12
50,2.707952973395002E12
51,2.707964443698837E12
52,2.710934264670074E12
53,2.710934264670074E12
54,2.710934264670074E12
55,2.710934264670074E12
56,2.710934264670074E12
57,2.7112319496263506E12
58,2.7112319496263506E12
59,2.7112319496263506E12
